freshBlood,hotStreak,inactive,leaguePoints,losses,rank,summonerName,tier,veteran,wins
False,False,False,0,9,IV,TheOnnomise,IRON,False,0
False,False,False,30,152,IV,headlezz2,IRON,False,80
False,False,False,64,8,IV,A Fat Baboon,IRON,False,1
False,False,False,0,65,IV,Iron Monkeý,IRON,False,19
False,False,False,0,84,IV,DrTryll,IRON,True,46
False,False,False,70,7,IV, zZMouseZz,IRON,False,1
False,False,False,0,87,IV,xoid01,IRON,True,36
False,False,False,13,102,IV,ED BENG ,IRON,True,51
False,False,False,50,108,IV,MyDadTouchedMe,IRON,True,56
False,False,False,23,87,IV,Yah Cabbage,IRON,False,26
False,False,False,30,16,IV,Zeloxin,IRON,False,2
False,False,False,0,148,IV,MAK97,IRON,True,75
False,False,False,98,121,IV,TheSupremeRJ,IRON,True,71
False,False,False,59,159,IV,GuyAssassin,IRON,True,99
False,False,False,0,122,IV,Pabie GO,IRON,True,27
False,False,False,44,146,IV,WraithDaGhost,IRON,True,111
False,False,False,97,29,IV,239583,IRON,False,5
False,False,False,0,246,IV,Ukoti,IRON,True,197
False,False,False,70,7,IV,DEMONIAI,IRON,False,1
False,False,False,43,121,IV,juanubz3,IRON,True,55
False,False,False,70,7,IV,InsaneBeam101,IRON,False,1
False,False,False,48,86,IV,kylebeausoleil,IRON,True,33
False,False,False,52,96,IV,dittotron,IRON,False,31
False,False,False,20,319,IV,   Ul II M II lU,IRON,True,195
False,False,False,64,8,IV,ArlensM,IRON,False,1
False,False,False,52,54,IV,ZeynK,IRON,False,14
False,False,False,68,152,IV,Casspurr,IRON,True,88
False,False,False,60,76,IV,pHanTomARC1,IRON,True,26
False,False,False,17,133,IV,fnordfeline,IRON,True,68
False,False,False,61,26,IV,donbigg,IRON,False,8
False,False,False,100,239,IV,TH CLOSE,IRON,True,180
False,False,False,82,131,IV,UpskillGod,IRON,True,69
False,False,False,62,16,IV,llIllIlIllIllIll,IRON,False,2
False,False,False,61,75,IV,MF 0R TR0LL,IRON,False,27
False,False,False,54,264,IV,YeRedKeyEye25,IRON,True,133
False,False,False,83,93,IV,IRON GATEKEEPERS,IRON,True,31
False,False,False,78,188,IV,Littlebunnyphu,IRON,True,123
False,False,False,48,439,IV,Meow Nyang,IRON,True,205
False,False,False,49,47,IV,GPV247,IRON,False,1
False,False,False,0,162,IV,archave,IRON,True,90
False,False,False,0,93,IV,Tohoku Kiritan,IRON,False,14
False,False,False,82,147,IV,Chronosinger,IRON,True,89
False,False,False,0,89,IV,TakeMeToTheTop,IRON,False,24
False,False,False,75,101,IV,helking111,IRON,False,42
False,False,False,60,87,IV,wPfYAnn,IRON,False,28
False,False,False,0,105,IV,FaZeFakayttv,IRON,True,42
False,False,False,100,10,IV,spinkli,IRON,False,3
False,False,False,74,157,IV,matrix14729,IRON,True,75
False,False,False,0,64,IV,dsn,IRON,False,0
False,False,False,75,47,IV,K34Y34S,IRON,False,1
False,False,False,0,63,IV,positive comment,IRON,False,12
False,False,False,72,78,IV,Oracle Hamster,IRON,False,29
False,True,False,85,150,IV,Alpha Male 2004,IRON,True,72
False,False,False,0,197,IV,God Zed,IRON,True,31
False,False,False,0,157,IV,SupremeMickey,IRON,True,97
False,False,False,0,115,IV,theycallmeamir,IRON,False,51
False,True,False,77,134,IV,Iron Maniac,IRON,True,72
False,False,False,75,52,IV,nPaula,IRON,False,2
False,False,False,34,153,IV,LoLSillyGnome,IRON,True,72
False,False,False,72,86,IV,AaronTorkil,IRON,False,34
False,False,False,67,81,IV,CammyIce,IRON,True,26
False,False,False,15,64,IV,ZipZap,IRON,True,39
False,False,False,73,53,IV,lRON IMMIGRANT,IRON,False,8
False,False,False,66,145,IV,noface,IRON,True,106
False,False,False,0,193,IV,is this taken,IRON,True,78
False,False,False,45,67,IV,Niloc Jin,IRON,True,49
False,False,False,85,15,IV,bodyshot,IRON,False,3
False,False,False,95,7,IV,SquishyGhost,IRON,False,3
False,False,False,90,159,IV,Chase to DIE,IRON,True,69
False,False,False,70,8,IV,LadyYunie,IRON,False,3
False,False,False,60,27,IV,MUNICOS,IRON,False,12
False,False,False,75,16,IV,Bump1,IRON,False,6
False,False,False,0,175,IV,Edstr0m11,IRON,True,68
False,False,False,0,9,IV,gbrenik,IRON,False,0
False,False,False,86,6,IV,Khankore,IRON,False,2
False,False,False,68,6,IV,millerlite86,IRON,False,2
False,False,False,78,10,IV,RiftKitty Nyx,IRON,False,2
False,False,False,60,215,IV,thunderburd,IRON,True,193
False,False,False,49,229,IV,Toxic Brent,IRON,True,141
False,False,False,50,24,IV,PUCK73,IRON,False,20
False,False,False,100,26,IV,zadaain,IRON,False,23
False,False,False,37,16,IV,icecold11786,IRON,False,5
False,False,False,16,30,IV,intelleganve,IRON,False,16
False,False,False,44,41,IV,spack,IRON,False,30
False,False,False,57,14,IV,iSnatchBitches,IRON,False,2
False,False,False,0,91,IV,greenhead44,IRON,True,51
False,False,False,72,44,IV,Mateo Fuego,IRON,False,19
False,False,False,70,9,IV,Malpositioning,IRON,False,2
False,False,False,27,16,IV,Aadek,IRON,False,2
False,False,False,0,46,IV,KADAMA,IRON,False,10
False,False,False,0,11,IV,DasBirney,IRON,False,0
False,False,False,70,7,IV,InducedPsychosis,IRON,False,1
False,False,False,89,10,IV,ZeeKiller,IRON,False,2
False,False,False,94,7,IV,Groedius,IRON,False,3
False,False,False,67,7,IV,Benyamien,IRON,False,1
False,False,False,61,13,IV,Reaper grim,IRON,False,2
False,False,False,27,193,IV,Bikini Funny,IRON,True,152
False,False,False,100,9,IV,koz1974,IRON,False,5
False,False,False,45,178,IV,ML1,IRON,True,116
False,False,False,98,9,IV,ShadowEli,IRON,False,2
False,False,False,71,75,IV,PsuedoDiety,IRON,False,14
False,False,False,46,126,IV,paule383,IRON,True,85
False,False,False,91,12,IV,710Space Invader,IRON,False,3
False,False,False,35,9,IV,thesunlightman,IRON,False,1
False,False,False,45,40,IV,FiddlesticksPro,IRON,False,23
True,False,False,85,7,IV,UntamedXFury,IRON,False,2
False,False,False,70,7,IV,I Miranda Kerr I,IRON,False,1
False,False,False,19,10,IV,Jalleyfish,IRON,False,2
False,False,False,61,8,IV,RankinDeath,IRON,False,1
False,False,False,70,7,IV,DrakothX,IRON,False,1
False,False,False,83,65,IV,Kawi232,IRON,True,46
False,False,False,81,11,IV,MariusTook,IRON,False,2
False,False,False,55,11,IV,HitomiUri,IRON,False,6
False,False,False,72,13,IV,deucetin,IRON,False,2
False,False,False,0,83,IV,DarrowAndromedus,IRON,True,66
False,False,False,89,9,IV,Lilstocky,IRON,False,2
False,False,False,20,101,IV,Jarmageddon,IRON,True,40
True,False,False,100,125,IV,benny9898,IRON,False,59
False,False,False,75,58,IV,Wolfhousen,IRON,False,37
False,False,False,34,41,IV,RexMex,IRON,False,31
False,False,False,40,36,IV,SrA Ortsac,IRON,False,21
False,False,False,100,27,IV,Master0fTwilight,IRON,False,3
False,False,False,78,11,IV,LocoJames,IRON,False,6
False,False,False,99,8,IV,oman9807,IRON,False,2
False,False,False,70,8,IV,Kenneth 87,IRON,False,1
False,True,False,100,78,IV,NanoClutch,IRON,True,59
False,False,False,87,34,IV,juicyjoos,IRON,False,27
False,False,False,70,7,IV,aBrownMan,IRON,False,1
False,False,False,0,14,IV,xFujiApples,IRON,False,4
False,False,False,22,52,IV,bigpimpin003,IRON,False,2
False,False,False,0,10,IV,Laughrica,IRON,False,0
False,False,False,54,168,IV,Ghandi Z,IRON,True,120
False,False,False,95,75,IV,Gatekeep,IRON,True,57
False,False,False,100,159,IV,ELMEXICANCHILE,IRON,True,135
False,False,False,0,9,IV,Bararo,IRON,False,0
False,False,False,44,35,IV,MarkusDavidicas,IRON,False,26
False,False,False,46,12,IV,XxDanNyLxX,IRON,False,3
False,False,False,20,174,IV,lordgraybane,IRON,True,112
False,False,False,88,105,IV,JE SWEE IDOT,IRON,True,78
False,False,False,61,8,IV,Nocturnal Greed,IRON,False,1
False,False,False,75,39,IV,THEDISINTEGROTOR,IRON,False,19
False,False,False,82,16,IV,Wofrick,IRON,False,4
False,False,False,70,7,IV,Magani,IRON,False,1
False,False,False,67,7,IV,Ping is 420 ms,IRON,False,1
False,False,False,0,42,IV,69stonedstud420x,IRON,False,0
False,False,False,100,13,IV,Neo Wiggin,IRON,False,11
False,False,False,80,16,IV,Dieametrik,IRON,False,8
False,False,False,50,21,IV,Valkery Draconis,IRON,False,16
False,False,False,58,9,IV,BloodDisciple,IRON,False,1
False,False,False,98,35,IV,LostMyMind,IRON,False,20
False,False,False,54,44,IV,BAKEee,IRON,False,29
False,False,False,75,31,IV,YellowBedwetter,IRON,False,21
False,False,False,84,8,IV,Vekst,IRON,False,2
False,False,False,0,35,IV,Wisemight,IRON,False,22
False,True,False,84,7,IV,Teemo Mayne,IRON,False,5
False,False,False,27,24,IV,2 Fast 2 Ferrous,IRON,False,8
False,False,False,45,9,IV,KXNG Crooked,IRON,False,1
False,False,False,0,8,IV,LeonMagnus5,IRON,False,0
False,False,False,70,9,IV,xSlowTurtleX,IRON,False,3
False,False,False,83,16,IV,battalion4289,IRON,False,9
False,False,False,84,21,IV,Sweet Okole,IRON,False,8
False,False,False,50,51,IV,Ultimate Taliban,IRON,False,30
False,False,False,0,47,IV,woodstock77,IRON,False,2
False,False,False,70,7,IV,JChem,IRON,False,1
False,False,False,68,55,IV,Penalizing,IRON,False,39
False,False,False,80,12,IV,Airihaw,IRON,False,3
False,False,False,61,7,IV,pie454,IRON,False,1
False,False,False,50,102,IV,boktar,IRON,True,81
False,False,False,90,8,IV,Slaya Umuya,IRON,False,3
False,False,False,77,8,IV,FamousMonster21,IRON,False,2
False,False,False,14,98,IV,Dekkro,IRON,False,29
False,False,False,64,14,IV,Logout at ode,IRON,False,9
False,False,False,75,76,IV,BIGSABE,IRON,True,54
False,False,False,63,24,IV,CrahnK,IRON,False,6
False,False,False,0,65,IV,karmaco,IRON,False,31
False,False,False,64,8,IV,SlashNslice,IRON,False,1
False,False,False,79,8,IV,BattletoaderJR,IRON,False,2
False,False,False,34,14,IV,DARKONE88,IRON,False,5
False,False,False,86,107,IV,Gl 0mg Gg,IRON,True,53
False,False,False,96,8,IV,Slanmaughter,IRON,False,2
False,False,False,44,28,IV,ZJSpaMM,IRON,False,17
False,False,False,0,20,IV,Ðarkdemise,IRON,False,2
False,False,False,54,14,IV,Deekor,IRON,False,2
False,False,False,66,7,IV,Nalurate,IRON,False,1
False,False,False,46,41,IV,youkn0wwh0,IRON,False,18
False,False,False,94,22,IV,Mersades,IRON,False,11
False,False,False,48,44,IV,SPEEDING 4 IRON,IRON,False,15
False,False,False,59,12,IV,You Are BBQ,IRON,False,5
True,False,False,23,11,IV,Alavran,IRON,False,1
False,False,False,0,27,IV,kimchissibal,IRON,False,1
False,False,False,35,9,IV,FOOLISHBUM,IRON,False,1
False,False,False,58,13,IV,Colonel Hannibal,IRON,False,2
False,False,False,71,56,IV,bedwetter247,IRON,False,23
False,False,False,93,9,IV,GuardianHM28,IRON,False,2
False,False,False,33,203,IV,Loli Kitten,IRON,True,51
False,False,False,63,17,IV,Ice Cream Sunde,IRON,False,4
False,False,False,70,7,IV,thomascashino,IRON,False,1
False,False,False,75,10,IV,Misterkorean,IRON,False,5
False,False,False,83,78,IV,idadar,IRON,True,64
False,False,False,64,8,IV,vidaholic,IRON,False,1
False,False,False,70,7,IV,NBzo,IRON,False,1
False,False,False,79,7,IV,Sea of Japan,IRON,False,3
False,False,False,70,7,IV,3jwa,IRON,False,1
False,False,False,83,8,IV,Tsistu,IRON,False,2
False,False,False,100,17,IV,Driedfruits,IRON,False,8
False,False,False,0,11,I,Luosù,BRONZE,False,8
False,False,False,34,4,I,Sinon21SAO,BRONZE,False,4
False,False,False,58,9,I,Karoshio,BRONZE,False,7
False,False,False,0,6,I,Eraxx,BRONZE,False,9
False,False,False,63,11,I,Elite SmrF ,BRONZE,False,10
False,False,False,17,17,I,tiddyistiddy,BRONZE,False,9
False,False,False,0,16,I,AccntWhenImDrnk,BRONZE,False,13
False,False,False,20,42,I,WizzleBear,BRONZE,False,37
False,False,False,80,44,I,HelpMe IamNoob,BRONZE,False,43
False,False,False,71,144,I,BGWolff,BRONZE,True,119
False,False,False,0,263,I,SHIKI1709,BRONZE,True,248
False,False,False,100,11,I,LavaSquiid,BRONZE,False,21
False,False,False,100,16,I,SoloTeemoOnlyPls,BRONZE,False,19
False,False,False,39,90,I,popcorn2727,BRONZE,True,69
False,False,False,52,23,I,du5hwua,BRONZE,False,21
False,False,False,14,122,I,Dooms4Day,BRONZE,True,93
False,False,False,33,47,I,Balz3,BRONZE,False,38
False,False,False,25,28,I,Rich Shoota,BRONZE,False,21
False,False,False,19,10,I,repíV,BRONZE,False,6
False,False,False,26,6,I,Stock Stang,BRONZE,False,7
False,False,False,0,16,I,im rly bored,BRONZE,False,11
False,False,False,77,14,I,MaoMaoDuck,BRONZE,False,9
False,False,False,30,20,I,Xelyia,BRONZE,False,11
False,False,False,60,20,I,DarkWolfDragon6,BRONZE,False,13
False,False,False,0,12,I,DidItMyWay,BRONZE,False,12
False,False,False,0,127,I,DXYF,BRONZE,True,109
True,False,False,36,10,I,deeznutsfuf,BRONZE,False,6
False,False,False,0,7,I,Thiccucboi69,BRONZE,False,5
False,False,False,91,224,I,nicckname,BRONZE,True,220
False,False,False,74,40,I,Ghandiren,BRONZE,False,36
False,True,False,89,37,I,spaceb6,BRONZE,False,39
False,False,False,25,28,I,dabontheyeeters,BRONZE,False,16
False,False,False,100,19,I,biboyo,BRONZE,False,15
False,False,False,59,17,I,Dekker959,BRONZE,False,10
False,False,False,45,17,I,cawsi,BRONZE,False,12
False,False,False,0,13,I,FutaPrincess,BRONZE,False,10
False,True,False,100,30,I,JaxxyStaffy,BRONZE,False,29
False,False,False,90,26,I,NastroHD,BRONZE,False,22
False,False,False,43,3,I,Aaron Bill,BRONZE,False,7
False,False,False,0,33,I,nawfsideboy,BRONZE,False,21
False,True,False,0,19,I,Gøn Zøldyck,BRONZE,False,15
False,False,False,0,78,I,LongDongler,BRONZE,False,69
False,False,False,34,8,I,RidingLawnmowerr,BRONZE,False,8
False,False,False,60,17,I,heyjes,BRONZE,False,18
False,False,False,0,80,I,xavierthegoat,BRONZE,True,58
False,False,False,0,17,I,Enderburst,BRONZE,False,6
False,False,False,68,13,I,gillwordon,BRONZE,False,11
False,False,False,0,16,I,CheerzMates  ,BRONZE,False,15
False,False,False,43,14,I,REALTlMSHADY,BRONZE,False,8
False,False,False,3,174,I,Kingdom G7,BRONZE,True,163
False,True,False,73,281,I,Gingorbroth,BRONZE,True,276
False,False,False,0,9,I,1trent,BRONZE,False,4
False,False,False,11,59,I,LoudAngryBoy,BRONZE,False,47
False,True,False,32,16,I,Ediblebleach,BRONZE,False,16
False,False,False,25,30,I,Renner01,BRONZE,False,21
False,False,False,66,10,I,Hi im Optimist,BRONZE,False,10
False,False,False,21,23,I,thiev3ss,BRONZE,False,20
False,False,False,0,7,I,gunieapigmike,BRONZE,False,4
False,False,False,30,9,I,Deducation,BRONZE,False,12
False,False,False,90,21,I,5th acc im toxic,BRONZE,False,20
False,False,False,51,11,I,McL0v1nn,BRONZE,False,10
False,False,False,0,10,I,DistrictChamps,BRONZE,False,4
False,True,False,35,5,I,yoonsiri,BRONZE,False,5
False,False,False,60,19,I,GETOUTTAMYREAR,BRONZE,False,16
False,False,False,36,24,I,Zontafer2,BRONZE,False,14
False,False,False,100,54,I,o0Ciel0o,BRONZE,True,53
False,False,False,10,98,I,Badracks,BRONZE,True,84
False,False,False,0,4,I,Ąisiteru,BRONZE,False,8
False,False,False,79,13,I,Záela,BRONZE,False,11
False,False,False,45,8,I,EdgaryG,BRONZE,False,8
False,False,False,43,21,I,trybeforeyoubuy,BRONZE,False,13
False,False,False,0,8,I,tonylwh,BRONZE,False,7
False,False,False,36,23,I,The ageof16 uzi,BRONZE,False,18
False,False,False,100,33,I,jungnam2,BRONZE,False,22
False,False,False,43,115,I,1010010010101010,BRONZE,True,128
False,False,False,80,7,I,UZzZiii,BRONZE,False,13
False,False,False,0,7,I,Aleccio,BRONZE,False,4
False,False,False,0,68,I,tCeee,BRONZE,True,52
False,False,False,2,8,I,c1de,BRONZE,False,4
False,False,False,34,4,I,BogoSort94,BRONZE,False,4
False,False,False,0,34,I,Torture Method,BRONZE,False,19
False,False,False,0,20,I,xEcstacy,BRONZE,False,11
False,True,False,60,7,I,KloseX,BRONZE,False,9
False,False,False,79,5,I,BladeCV19,BRONZE,False,8
False,False,False,42,16,I,4mbl,BRONZE,False,9
False,False,False,54,8,I,Msft Word,BRONZE,False,6
False,False,False,71,9,I,ElioTheRecluse,BRONZE,False,9
False,False,False,11,14,I,9inchdingdong,BRONZE,False,6
False,True,False,63,2,I,Kotoamatsúkami,BRONZE,False,7
False,False,False,100,18,I,Hwcstyle,BRONZE,False,20
False,False,False,67,19,I,IAmPhat25,BRONZE,False,14
False,False,False,34,29,I,mikemillan,BRONZE,False,21
False,False,False,100,16,I,HeavC,BRONZE,False,19
False,False,False,23,14,I,Bellie Bop,BRONZE,False,17
False,False,False,26,29,I,onlyforloltg,BRONZE,False,18
False,False,False,9,5,I,Mikeelele,BRONZE,False,6
False,False,False,2,7,I,NoodIesensation,BRONZE,False,4
False,False,False,27,8,I,aStanley,BRONZE,False,7
False,False,False,0,131,I,Ampush,BRONZE,True,108
False,True,False,0,7,I,LuvEP23,BRONZE,False,15
False,False,False,61,18,I,Powder God,BRONZE,False,19
False,False,False,0,209,I,astreauxx,BRONZE,True,188
False,False,False,26,15,I,FLOH FINEST,BRONZE,False,8
False,False,False,18,16,I,coolerunit,BRONZE,False,12
False,False,False,20,58,I,xmarin20,BRONZE,False,48
False,False,False,0,32,I,Bellaconic,BRONZE,False,24
False,False,False,74,40,I,HomeworkNvrDone,BRONZE,False,31
False,False,False,41,9,I,syareun,BRONZE,False,9
False,False,False,0,34,I,Zeraxi,BRONZE,False,22
False,False,False,25,12,I,ZenMastaKiddo13,BRONZE,False,7
False,False,False,39,53,I,ClearlyHated,BRONZE,True,51
False,False,False,86,68,I,GuppyXD,BRONZE,True,60
False,False,False,8,27,I,XxRuinedKingxX,BRONZE,False,16
False,False,False,13,128,I,l8tr B1tch,BRONZE,True,126
False,False,False,43,19,I,viet nam mobile ,BRONZE,False,10
False,False,False,6,46,I,DreadLogic,BRONZE,False,36
False,False,False,50,7,I,ZAZAHUITT,BRONZE,False,11
False,False,False,4,12,I,PlatyPuss09,BRONZE,False,10
False,False,False,17,18,I,mattcube64,BRONZE,False,18
False,False,False,100,29,I,marvb0t,BRONZE,False,19
False,True,False,0,65,I,Dustyn1bba,BRONZE,True,48
False,False,False,29,19,I,sealeo,BRONZE,False,15
False,False,False,60,17,I,EternalCosmos00,BRONZE,False,10
False,False,False,90,31,I,im réformed,BRONZE,False,28
False,False,False,100,7,I,BiliHaser,BRONZE,False,7
False,False,False,36,17,I,jetailletameuf,BRONZE,False,9
False,False,False,100,18,I,Yarrick Evil Eye,BRONZE,False,13
False,False,False,36,56,I,FallopianNube33,BRONZE,False,41
False,False,False,35,8,I,Ferroptosis,BRONZE,False,9
False,False,False,52,34,I,Illrunitdown,BRONZE,False,21
False,False,False,59,24,I,ArmerMorrox,BRONZE,False,34
False,False,False,3,35,I,Your Dads BF,BRONZE,False,27
False,False,False,0,8,I,ChromeGnome,BRONZE,False,7
False,False,False,77,24,I,Papa Vlad ,BRONZE,False,16
False,False,False,0,4,I,0100111001001000,BRONZE,False,6
False,False,False,25,36,I,TDaviis,BRONZE,False,28
False,False,False,94,20,I,L00NAR,BRONZE,False,14
False,False,False,16,52,I,TheGamingF,BRONZE,False,39
False,True,False,100,13,I,xAbject,BRONZE,False,11
False,False,False,100,25,I,Opioides,BRONZE,False,27
False,False,False,64,2,I,ijustwannasup,BRONZE,False,10
False,False,False,60,192,I,PoonCrusade,BRONZE,True,185
False,False,False,22,6,I,Ariescho,BRONZE,False,2
False,False,False,25,49,I,baozoubaipipig,BRONZE,False,49
False,False,False,74,10,I,kuboftw,BRONZE,False,9
False,False,False,67,41,I,PlayerKX,BRONZE,False,34
False,True,False,72,4,I,eason11111,BRONZE,False,9
False,False,False,0,5,I,big stonk,BRONZE,False,9
False,False,False,90,14,I,Oskapurt,BRONZE,False,15
False,False,False,0,150,I,Kevin Rpman,BRONZE,True,139
False,False,False,90,21,I,RoundTheory,BRONZE,False,16
False,False,False,0,18,I,Xxluo,BRONZE,False,11
False,False,False,69,54,I, DerpFresh,BRONZE,False,42
False,False,False,0,208,I,Bhaff363,BRONZE,False,176
False,False,False,100,25,I,thaeli,BRONZE,False,24
False,False,False,54,15,I,An Honorable Lad,BRONZE,False,20
False,False,False,52,9,I,dankeater,BRONZE,False,9
False,False,False,21,7,I,GodMaruSun,BRONZE,False,8
False,False,False,82,3,I,Hudsap,BRONZE,False,5
False,False,False,11,43,I,Your Soy Girl,BRONZE,False,36
False,False,False,3,55,I,ZZombzie,BRONZE,False,43
False,False,False,0,15,I,Blonde Carrot,BRONZE,False,10
False,False,False,3,9,I,Kawakill,BRONZE,False,5
False,False,False,77,19,I,PartDos,BRONZE,False,15
False,True,False,100,35,I,walrusnutz,BRONZE,False,28
False,False,False,0,62,I,JungleShrooms,BRONZE,True,60
False,False,False,34,22,I,PilateAmu,BRONZE,False,14
False,False,False,41,66,I,CryoStarVEVO,BRONZE,False,44
False,False,False,0,12,I,cdvv14,BRONZE,False,5
False,False,False,11,19,I,FearOfCrit,BRONZE,False,13
False,False,False,0,41,I,Darguun Zur,BRONZE,False,29
False,False,False,27,11,I,Shajipappan69,BRONZE,False,6
False,False,False,57,7,I,4ngrycarebear,BRONZE,False,8
False,False,False,22,34,I,BornToCarryYou,BRONZE,False,24
False,False,False,0,15,I,TYT Baba,BRONZE,False,7
False,False,False,100,32,I,Desired Kill,BRONZE,False,34
False,False,False,53,34,I,Losharas,BRONZE,False,27
False,False,False,41,29,I,CookiesandCrumbs,BRONZE,False,34
False,False,False,21,169,I,Falal,BRONZE,True,151
False,False,False,33,19,I,URTOOSKINNY,BRONZE,False,14
False,False,False,43,11,I,Redpundazzz,BRONZE,False,9
False,False,False,52,7,I,WRG JF EF,BRONZE,False,8
False,False,False,59,8,I,ƒingerƒire,BRONZE,False,10
False,False,False,71,25,I,Czaos,BRONZE,False,26
False,False,False,22,4,I,NigNul Asian,BRONZE,False,6
False,False,False,18,218,I,adrian5,BRONZE,True,209
False,False,False,68,3,I,Røse Red,BRONZE,False,5
False,False,False,81,14,I,primecamper,BRONZE,False,12
False,False,False,20,18,I,BakaSushi,BRONZE,False,12
False,False,False,0,19,I,UbiquitousDæmon,BRONZE,False,12
False,False,False,8,56,I,IamEmptyInside,BRONZE,False,38
False,False,False,0,25,I,D3a7HN073,BRONZE,False,15
False,False,False,53,4,I,CH94,BRONZE,False,9
False,False,False,34,4,I,CynicsVsDreamer,BRONZE,False,4
False,False,False,44,14,I,ethicalAngel,BRONZE,False,8
False,False,False,0,7,I,not toxic sínged,BRONZE,False,11
False,False,False,24,46,I,NubNub6969696969,BRONZE,False,44
False,False,False,54,19,I,Hookhandsam,BRONZE,False,11
False,False,False,71,18,I,DiggleDank69420,BRONZE,False,24
False,False,False,50,18,I,LiHingMuii,BRONZE,False,11
False,False,False,20,110,I,djling,BRONZE,True,98
False,True,False,0,97,I,httpspencerrr,BRONZE,True,86
False,False,False,0,44,I,lemon67,BRONZE,False,33
False,False,False,100,40,I,Doninkui,BRONZE,False,38
False,False,False,27,15,I,Colorfultedy,BRONZE,False,10
False,True,False,78,31,II,R0ses R Red,SILVER,False,39
False,False,False,56,27,II,Dxvers,SILVER,False,35
False,False,False,50,16,II,iceklays,SILVER,False,19
False,False,False,0,53,II,Ecrypto911,SILVER,False,51
False,True,False,100,210,II,Hobit102,SILVER,True,210
False,False,False,26,72,II,GOAT CARRY,SILVER,False,80
False,True,False,0,5,II,Black Placidus,SILVER,False,9
False,False,False,49,192,II,dexter0429,SILVER,True,190
False,False,False,52,66,II,Frijax,SILVER,False,68
False,False,False,0,12,II,Joblęss,SILVER,False,14
False,False,False,75,55,II,Chipj11,SILVER,False,56
False,False,False,48,145,II,spac3b01,SILVER,True,150
False,True,False,20,42,II,itmeJack,SILVER,False,47
False,False,False,54,123,II,Eater 0f Worlds,SILVER,True,119
